ID;Link;Name;Type;Stage Parking lot days;Stage Ready for delivery days;Stage Delivery days;Stage Discovery days;Stage New days;Stage ALIGN days;Stage DISCOVER days;Stage CAPTURE days;Stage ROLL OUT days;Stage DELIVER days;Stage Done days;Stage ABANDONED days;Stage Accepted days;Stage discover days;Stage Declined days;Stage Planned days;Stage in progress days;Stage Rolout days;Stage align days;Stage deliver days;Stage capture days;Stage abandoned days;Stage roll out days;Stage Backlog days;Stage In Progress days;Stage Impact days;Stage Acceptance days;Stage Deliver days;Stage In design days;Stage Align days;Stage Discover days;Stage To Do days;Stage In test days;Stage In review days;Stage Release to PROD days;Stage In Design days;Stage Ready for Estimation days;Stage Blocked days;Stage Selected for Development days;Stage Cancelled days;Stage In Acceptance days;Stage In Refinement days;Stage Canceled days;Stage Ready for Development days;Stage Development finished days;Stage READY TO TEST days;Stage Testing in progress days;Stage Testing finished days;Stage Refinement days;Stage Solutioning days;Stage In construction days;Stage dev Finished days;Stage Not Started days;Stage Capture days;Stage Roll Out days;Stage Tech Design days;Stage NEW days;Stage Parking lot start;Stage Ready for delivery start;Stage Delivery start;Stage Discovery start;Stage New start;Stage ALIGN start;Stage DISCOVER start;Stage CAPTURE start;Stage ROLL OUT start;Stage DELIVER start;Stage Done start;Stage ABANDONED start;Stage Accepted start;Stage discover start;Stage Declined start;Stage Planned start;Stage in progress start;Stage Rolout start;Stage align start;Stage deliver start;Stage capture start;Stage abandoned start;Stage roll out start;Stage Backlog start;Stage In Progress start;Stage Impact start;Stage Acceptance start;Stage Deliver start;Stage In design start;Stage Align start;Stage Discover start;Stage To Do start;Stage In test start;Stage In review start;Stage Release to PROD start;Stage In Design start;Stage Ready for Estimation start;Stage Blocked start;Stage Selected for Development start;Stage Cancelled start;Stage In Acceptance start;Stage In Refinement start;Stage Canceled start;Stage Ready for Development start;Stage Development finished start;Stage READY TO TEST start;Stage Testing in progress start;Stage Testing finished start;Stage Refinement start;Stage Solutioning start;Stage In construction start;Stage dev Finished start;Stage Not Started start;Stage Capture start;Stage Roll Out start;Stage Tech Design start;Stage NEW start;Stage Parking lot recurrence;Stage Ready for delivery recurrence;Stage Delivery recurrence;Stage Discovery recurrence;Stage New recurrence;Stage ALIGN recurrence;Stage DISCOVER recurrence;Stage CAPTURE recurrence;Stage ROLL OUT recurrence;Stage DELIVER recurrence;Stage Done recurrence;Stage ABANDONED recurrence;Stage Accepted recurrence;Stage discover recurrence;Stage Declined recurrence;Stage Planned recurrence;Stage in progress recurrence;Stage Rolout recurrence;Stage align recurrence;Stage deliver recurrence;Stage capture recurrence;Stage abandoned recurrence;Stage roll out recurrence;Stage Backlog recurrence;Stage In Progress recurrence;Stage Impact recurrence;Stage Acceptance recurrence;Stage Deliver recurrence;Stage In design recurrence;Stage Align recurrence;Stage Discover recurrence;Stage To Do recurrence;Stage In test recurrence;Stage In review recurrence;Stage Release to PROD recurrence;Stage In Design recurrence;Stage Ready for Estimation recurrence;Stage Blocked recurrence;Stage Selected for Development recurrence;Stage Cancelled recurrence;Stage In Acceptance recurrence;Stage In Refinement recurrence;Stage Canceled recurrence;Stage Ready for Development recurrence;Stage Development finished recurrence;Stage READY TO TEST recurrence;Stage Testing in progress recurrence;Stage Testing finished recurrence;Stage Refinement recurrence;Stage Solutioning recurrence;Stage In construction recurrence;Stage dev Finished recurrence;Stage Not Started recurrence;Stage Capture recurrence;Stage Roll Out recurrence;Stage Tech Design recurrence;Stage NEW recurrence;Project name;Project key;Stage;Stage category;Priority;Labels;Components;CreatedDate;Version;Version release;Parent key;Parent name;Parent type;Parent status;Assignee name;LinksToOutwardKey;LinksToInwardKey;Timeoriginalestimate;Timeestimate;Timespent;AggreagateTimeoriginalestimate;AggreagateTimeestimate;AggreagateTimespent;Workratio;Sprints;Story points;Worklog seconds;Epic account;Epic team;Epic phase key;Initiative key;Initiative name;Initiative type;Initiative quarter;Initiative quarter start end date;Initiative domain;Initiative prio;Initiative townsquare;Initiative dependent on;Team Name;Level Name;Is Completed;Completed Start Date;Completed Year Month;Completed Year Quarter;Now Date;All Analysis Days;All Waiting for Development Days;All Development Days;All Development Days Round Up;All Development Days Round Up to 50;All Waiting for Deployment Days;All Deployment Days;All Cycle Time Days;All Cycle Time Days Round Up;All Cycle Time Days Round Up to 50;Is in Development;Is in Development or Completed;Epic quarter
DEMO60-3;;Q1 Developer Experience;Initiative;;;;;;14.2;177.10000000000002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-24 09:16:39;2025-12-08 14:20:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Config Service;DEMO60;DISCOVER;In Progress;Major;label-dc1b00,label-9bcc98,label-6c63b8,label-5865fe,label-c6b64b,label-c23861;;2025-08-29T13:38:15.152+0200;;;;;;;Sam Chen;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;Office;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;191.3;;;;;;;;;;N;N;
DEMO60-10;;Q4 Integration Expansion #4;Initiative;;;;;;;;;48.9;103.2;48.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-01 15:57:29;2025-08-20 10:30:38;2026-01-19 14:13:02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Config Service;DEMO60;Done;Done;Major;label-f02aef,label-fd234d,label-6c63b8,label-5865fe,label-5e826b;;2025-08-20T12:30:38.025+0200;;;;;;;Jordan Brown;;;;;;;;;-1;;;0;;;;;;;Q4 2025;"{""start"":""2025-10-01"",""end"":""2025-12-31""}";;;;;Office;L3 - Initiatives;Y;2026-01-19 14:13:02;2026-01;2026-Q1;2026-03-08T20:56:22.373+01:00;;103.2;;;;;48.9;48.9;49.0;49.0;N;Y;
DEMO62-8;;Q2 Security Hardening #23;Initiative;;;;;0.6;;;1.3;;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-25 18:29:04;;;2026-02-26 08:18:28;;2026-02-27 14:43:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;DELIVER;In Progress;Minor;;;2026-02-25T19:29:04.229+0100;;;;;;;Jordan Brown;;;;;;;;;-1;;;0;;;;;;;Q4 2026;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;9.2;;;;;;;;;N;N;
DEMO62-9;;Q1 Developer Experience #23;Initiative;;;;;;;;12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-24 17:32:30;;;2026-02-24 17:36:07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;CAPTURE;To Do;Minor;;;2026-02-24T18:32:30.653+0100;;;;;;;Jordan Brown;;;;;;;;;-1;;;0;;;;;;;Q4 2026;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO62-10;;Q2 Analytics Platform #23;Initiative;;;;;;;;12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-24 17:32:14;;;2026-02-24 17:36:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;CAPTURE;To Do;Minor;label-3579d0;;2026-02-24T18:32:14.408+0100;;;;;;;Jordan Brown;;;;;;;;;-1;;;0;;;;;;;Q3 2026;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO62-11;;Q3 Mobile First #23;Initiative;;;;;;;;12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-24 17:31:46;;;2026-02-24 17:36:01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;CAPTURE;To Do;Minor;label-3579d0;;2026-02-24T18:31:46.667+0100;;;;;;;Jordan Brown;;;;;;;;;-1;;;0;;;;;;;Q2 2026;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO62-12;;Q3 API Modernization #23;Initiative;;;;;6.1;;;12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-18 15:36:54;;;2026-02-24 17:35:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;CAPTURE;To Do;Minor;;;2026-02-18T16:36:54.587+0100;;;;;;;Jordan Brown;;;;;;;;;-1;;;0;;;;;;;Q4 2026;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO62-13;;Q4 Scale Infrastructure #23;Initiative;;;;;6.1;;;2.9;;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-18 14:54:13;;;2026-02-24 17:35:58;;2026-02-27 14:46:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;DELIVER;In Progress;Minor;;;2026-02-18T15:54:13.801+0100;;;;;;;Jordan Brown;;;;;;;;;-1;;;0;;;;;;;Q4 2026;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;9.2;;;;;;;;;N;N;
DEMO62-14;;Q4 Cost Optimization #23;Initiative;18.2;;;;;13.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-18 14:49:54;;;;2026-02-05 10:14:43;2026-02-05 10:33:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;Parking lot;To Do;Minor;;;2026-02-05T11:14:43.940+0100;;;;;;;Yael Novak;;;;;;;;;-1;;;0;;;;;;;Q4 2027;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;13.2;;;;;;;;;;N;N;
DEMO62-5;;Q3 User Growth #2;Initiative;;;;;;54.2;27.8;;;46.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-28 09:32:16;2025-10-31 14:05:30;;;2026-01-21 14:54:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;DELIVER;In Progress;Major;label-67e6b0,label-52ee21,label-955fd1,label-2d4ac9,label-c23861;;2025-10-31T15:05:30.873+0100;;;;;;;Casey Davis;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;82.0;46.2;;;;;;;;;N;N;
DEMO62-15;;Q1 Data Migration #23;Initiative;5.0;;;;;54.2;74.9;;;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-27 14:38:22;;;;;2025-11-28 10:42:09;2026-01-21 14:54:53;;;2026-03-04 14:28:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;2.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;DELIVER;In Progress;Major;label-ae202d,label-7dfdfd,label-52ee21,label-955fd1,label-2d4ac9,label-c23861;;2025-10-21T15:34:57.203+0200;;;;;;;Jordan Brown;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;129.1;4.2;;;;;;;;;N;N;
DEMO62-16;;Q2 Compliance Readiness #23;Initiative;;;;;;5.4;50.6;;;;;94.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-28 10:42:23;2025-10-08 20:00:19;2025-10-08 19:55:17;;;;2025-12-03 21:04:02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;ABANDONED;Done;Major;label-67e6b0,label-955fd1,label-2d4ac9,label-c23861;;2025-10-08T21:55:17.863+0200;;;;;;;Jordan Brown;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;56.0;;;;;;;;;;N;N;
DEMO62-4;;Q2 Compliance Readiness #2;Initiative;;;;;;54.2;50.6;;;46.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-28 09:31:32;2025-10-08 19:54:12;;2026-02-27 14:36:33;2026-02-27 14:37:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;DELIVER;In Progress;Major;label-ae202d,label-7dfdfd,label-52ee21,label-955fd1,label-2d4ac9,label-c23861;;2025-10-08T21:54:12.004+0200;;;;;;;Jordan Brown;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;104.8;46.2;;;;;;;;;N;N;
DEMO62-17;;Q3 User Growth #23;Initiative;;;;;9.2;;;148.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-27 14:49:02;;;2025-10-02 13:56:28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;New;To Do;Major;;;2025-10-02T15:56:28.603+0200;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO62-18;;Q4 Integration Expansion #23;Initiative;12.3;;;;;;;;;153.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-24 12:37:35;;;;;;;;;2025-09-24 07:59:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;Parking lot;To Do;Major;label-236388,label-331fa7;;2025-09-24T09:59:51.335+0200;;;;;;;Val Young;;;;;;;;;-1;;;0;;;;;;;Q1 2026;"{""start"":""2026-10-01"",""end"":""2026-12-31""}";;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;153.2;;;;;;;;;N;N;
DEMO62-2;;Q3 Mobile First #2;Initiative;12.3;;;;;;;;;153.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-24 12:37:41;;;;;;;;;2025-09-24 07:58:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;Parking lot;To Do;Major;label-236388,label-331fa7;;2025-09-24T09:58:52.224+0200;;;;;;;Val Young;;;;;;;;;-1;;;0;;;;;;;Q1 2026;"{""start"":""2026-10-01"",""end"":""2026-12-31""}";;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;153.2;;;;;;;;;N;N;
DEMO62-19;;Q1 Technical Debt Reduction #23;Initiative;;;;;;;;;48.9;68.3;48.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-01 16:00:57;2025-09-24 07:57:20;2026-01-19 14:29:57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;Done;Done;Major;label-188852;;2025-09-24T09:57:20.936+0200;;;;;;;Val Young;;;;;;;;;-1;;;0;;;;;;;Q4 2025;"{""start"":""2026-10-01"",""end"":""2026-12-31""}";;;;;ERP;L3 - Initiatives;Y;2026-01-19 14:29:57;2026-01;2026-Q1;2026-03-08T20:56:22.373+01:00;;68.3;;;;;48.9;48.9;49.0;49.0;N;Y;
DEMO62-20;;Q2 Observability #23;Initiative;;;;;;;;;;55.1;110.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-09-24 07:54:34;2025-11-18 11:23:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;Done;Done;Major;label-188852;;2025-09-24T09:54:34.461+0200;;;;;;;Val Young;;;;;;;;;-1;;;0;;;;;;;Q4 2025;"{""start"":""2026-10-01"",""end"":""2026-12-31""}";;;;;ERP;L3 - Initiatives;Y;2025-11-18 11:23:51;2025-11;2025-Q4;2026-03-08T20:56:22.373+01:00;;55.1;;;;;;;;;N;Y;
DEMO62-7;;Q1 Developer Experience #8;Initiative;;;;;;54.2;65.9;;;46.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-28 09:31:50;2025-09-23 11:11:28;;;2026-01-21 14:54:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;DELIVER;In Progress;Major;label-67e6b0,label-52ee21,label-955fd1,label-2d4ac9,label-c23861;;2025-09-23T13:11:28.919+0200;;;;;;;Casey Davis;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;120.1;46.2;;;;;;;;;N;N;
DEMO62-1;;Q3 Mobile First;Initiative;;;;;;;;;19.1;160.9;12.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-05 10:34:54;2025-08-28 13:09:52;2026-02-24 12:34:17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;Done;Done;Major;label-236388,label-52ee21,label-f70398,label-2d4ac9,label-c23861;;2025-08-28T15:09:52.812+0200;;;;;;;Val Young;;;;;;;;;-1;;;0;;;;;;;Q1 2026;"{""start"":""2025-10-01"",""end"":""2025-12-31""}";;;;;ERP;L3 - Initiatives;Y;2026-02-24 12:34:17;2026-02;2026-Q1;2026-03-08T20:56:22.373+01:00;;160.9;;;;;19.1;19.1;20.0;20.0;N;Y;
DEMO62-21;;Q1 Platform Reliability #24;Initiative;;;;;;;;;;;192.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-08-28 13:09:34;;;;;;;;;;2025-08-28 13:20:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;Done;Done;Major;;;2025-08-28T15:09:34.323+0200;;;;;;;Val Young;;;;;;;;;-1;;;0;;;;;;;Q3 2025;;;;;;ERP;L3 - Initiatives;Y;2025-08-28 13:20:32;2025-08;2025-Q3;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;Y;
DEMO62-22;;Q2 Customer Onboarding Revamp #24;Initiative;;;;;;;;;;192.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-08-28 13:08:33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;DELIVER;In Progress;Major;label-ae202d,label-9bcc98,label-331fa7;;2025-08-28T15:08:33.980+0200;;;;;;;Val Young;;;;;;;;;-1;;;0;;;;;;;Q2 2026;"{""start"":""2025-10-01"",""end"":""2025-12-31""}";;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;192.3;;;;;;;;;N;N;
DEMO62-23;;Q1 Performance Optimization #24;Initiative;;;;;;53.9;;;62.1;76.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-08-28 13:08:16;;;2025-11-18 11:24:35;2026-01-19 14:52:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;DELIVER;In Progress;Major;label-236388,label-65d080,label-331fa7;;2025-08-28T15:08:16.521+0200;;;;;;;Val Young;;;;;;;;;-1;;;0;;;;;;;Q1 2026;"{""start"":""2025-01-01"",""end"":""2025-03-31""}";;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;53.9;76.2;;;;;62.1;62.1;63.0;50.0;N;N;
DEMO62-6;;Q4 Integration Expansion #7;Initiative;;;;;;;;;;192.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-08-28 13:08:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;DELIVER;In Progress;Major;label-ae202d,label-e7c160,label-331fa7;;2025-08-28T15:08:05.690+0200;;;;;;;Sam Chen;;;;;;;;;-1;;;0;;;;;;;Q4 2026;"{""start"":""2026-10-01"",""end"":""2026-12-31""}";;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;192.3;;;;;;;;;N;N;
DEMO62-24;;Q2 Security Hardening #24;Initiative;;;1.8;;;;;;;190.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-08-28 13:07:55;;2025-08-28 13:20:39;;;;;;;2025-08-30 09:33:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;DELIVER;In Progress;Major;;;2025-08-28T15:07:55.240+0200;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;ERP;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;190.4;1.8;2.0;2.0;;;1.8;2.0;2.0;Y;Y;
DEMO62-3;;Q3 API Modernization #2;Initiative;;;;;;;;;;81.9;110.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-08-28 13:07:45;2025-11-18 11:24:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Workflow Engine;DEMO62;Done;Done;Major;label-188852;;2025-08-28T15:07:45.124+0200;;;;;;;Val Young;;;;;;;;;-1;;;0;;;;;;;Q4 2025;"{""start"":""2026-10-01"",""end"":""2026-12-31""}";;;;;ERP;L3 - Initiatives;Y;2025-11-18 11:24:03;2025-11;2025-Q4;2026-03-08T20:56:22.373+01:00;;81.9;;;;;;;;;N;Y;
DEMO70-7;;Q1 Developer Experience #24;Initiative;;;;;;;;;;;;;;;;;;;;;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-27 20:43:36;;;;;;;;;;;;;;;;2026-02-27 20:43:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Content Platform;DEMO70;capture;To Do;Minor;;;2026-02-27T21:43:36.230+0100;;;;;;;Sam Chen;;;;;1800.0;;;1800.0;-1;;;1800;;;;;;;Q4 2026;;;;;;Energy;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO70-8;;Q2 Analytics Platform #24;Initiative;;;;;;;;;;;;;;;;;;;;;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-27 15:38:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Content Platform;DEMO70;capture;To Do;Minor;;;2026-02-27T16:38:24.668+0100;;;;;;;Sam Chen;;;;;2700.0;;;2700.0;-1;;;2700;;;;;;;Q3 2026;;;;;;Energy;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
